question,tsne1,tsne2,question_type,question_type_id,kmeans_k6,dbscan_e2_s7
What are the symptoms of Kaposi sarcoma ?,-1.3841124,-2.0036519,symptoms,10,0,0
How to diagnose Kaposi sarcoma ?,-1.3851732,-2.003918,exams_tests,3,0,0
What are the treatments for Kaposi sarcoma ?,-1.3854526,-2.0037625,treatment,11,0,0
What is the outlook for Kaposi sarcoma ?,-1.3852885,-2.0038676,outlook,8,0,0
What are the complications of Kaposi sarcoma ?,-1.3849803,-2.0039363,complications,1,0,0
How to prevent Kaposi sarcoma ?,-1.3847935,-2.0039766,prevention,9,0,0
What is (are) Thrush in newborns ?,54.514698,-27.85405,information,6,2,157
What causes Thrush in newborns ?,54.5147,-27.854046,causes,0,2,157
What are the symptoms of Thrush in newborns ?,54.5147,-27.85405,symptoms,10,2,157
How to diagnose Thrush in newborns ?,54.514698,-27.854048,exams_tests,3,2,157
What are the treatments for Thrush in newborns ?,54.5147,-27.854048,treatment,11,2,157
What is the outlook for Thrush in newborns ?,54.514698,-27.854048,outlook,8,2,157
Do I need to see a doctor for Thrush in newborns ?,54.514698,-27.854048,contact_medical_professional,2,2,157
How to prevent Thrush in newborns ?,54.514698,-27.854048,prevention,9,2,157
What is (are) Disseminated tuberculosis ?,-4.1477103,67.466385,information,6,1,158
What causes Disseminated tuberculosis ?,-4.1477084,67.46639,causes,0,1,158
What are the symptoms of Disseminated tuberculosis ?,-4.1477084,67.466385,symptoms,10,1,158
How to diagnose Disseminated tuberculosis ?,-4.14771,67.46639,exams_tests,3,1,158
What are the treatments for Disseminated tuberculosis ?,-4.1477084,67.46639,treatment,11,1,158
What is the outlook for Disseminated tuberculosis ?,-4.1477084,67.46639,outlook,8,1,158
What are the complications of Disseminated tuberculosis ?,-4.1477084,67.466385,complications,1,1,158
Do I need to see a doctor for Disseminated tuberculosis ?,-4.1477084,67.466385,contact_medical_professional,2,1,158
How to prevent Disseminated tuberculosis ?,-4.1477084,67.46639,prevention,9,1,158
Do you have information about Varicose vein stripping,99.401855,-27.424149,information,6,2,-1
What is (are) Birth control pills - combination ?,-9.290564,14.69539,information,6,0,0
What is the outlook for Birth control pills - combination ?,-9.290563,14.69539,outlook,8,0,0
Do I need to see a doctor for Birth control pills - combination ?,-9.290563,14.695391,contact_medical_professional,2,0,0
Do you have information about Corneal transplant - discharge,43.303722,73.1887,information,6,1,-1
What is (are) Turner syndrome ?,-8.076619,49.44503,information,6,1,159
What causes Turner syndrome ?,-8.076619,49.445034,causes,0,1,159
What are the symptoms of Turner syndrome ?,-8.076619,49.44503,symptoms,10,1,159
How to diagnose Turner syndrome ?,-8.076619,49.44503,exams_tests,3,1,159
What are the treatments for Turner syndrome ?,-8.076619,49.44503,treatment,11,1,159
What is the outlook for Turner syndrome ?,-8.076619,49.44503,outlook,8,1,159
What are the complications of Turner syndrome ?,-8.07662,49.44503,complications,1,1,159
How to prevent Turner syndrome ?,-8.07662,49.445034,prevention,9,1,159
Do you have information about Skull x-ray,6.1843133,3.0501962,information,6,0,0
What is (are) Pneumocystis jiroveci pneumonia ?,69.594734,8.846799,information,6,2,160
What causes Pneumocystis jiroveci pneumonia ?,69.594734,8.846799,causes,0,2,160
What are the symptoms of Pneumocystis jiroveci pneumonia ?,69.594734,8.846801,symptoms,10,2,160
How to diagnose Pneumocystis jiroveci pneumonia ?,69.59473,8.8468,exams_tests,3,2,160
What are the treatments for Pneumocystis jiroveci pneumonia ?,69.59472,8.846801,treatment,11,2,160
What is the outlook for Pneumocystis jiroveci pneumonia ?,69.59472,8.8468,outlook,8,2,160
What are the complications of Pneumocystis jiroveci pneumonia ?,69.59473,8.8468,complications,1,2,160
Do I need to see a doctor for Pneumocystis jiroveci pneumonia ?,69.59473,8.846801,contact_medical_professional,2,2,160
How to prevent Pneumocystis jiroveci pneumonia ?,69.59473,8.8468,prevention,9,2,160
Do you have information about Comprehensive metabolic panel,6.944177,-8.775205,information,6,0,0
What is (are) Chronic obstructive pulmonary disease ?,-72.62273,58.19026,information,6,4,161
What causes Chronic obstructive pulmonary disease ?,-72.62527,58.194023,causes,0,4,161
What are the symptoms of Chronic obstructive pulmonary disease ?,-72.624985,58.18885,symptoms,10,4,161
How to diagnose Chronic obstructive pulmonary disease ?,-72.62501,58.188854,exams_tests,3,4,161
What are the treatments for Chronic obstructive pulmonary disease ?,-72.62498,58.188854,treatment,11,4,161
What is the outlook for Chronic obstructive pulmonary disease ?,-72.62502,58.188858,outlook,8,4,161
What are the complications of Chronic obstructive pulmonary disease ?,-72.625015,58.188858,complications,1,4,161
Do I need to see a doctor for Chronic obstructive pulmonary disease ?,-72.62516,58.189,contact_medical_professional,2,4,161
How to prevent Chronic obstructive pulmonary disease ?,-72.62508,58.188873,prevention,9,4,161
Do you have information about Swallowing chalk,-7.091365,9.530878,information,6,0,0
Do you have information about Developmental milestones record - 2 months,94.15798,8.365395,information,6,2,-1
What is (are) Sensorineural deafness ?,-23.39958,-1.2025568,information,6,0,0
What causes Sensorineural deafness ?,-23.399582,-1.2025568,causes,0,0,0
What is the outlook for Sensorineural deafness ?,-23.399578,-1.2025568,outlook,8,0,0
Do you have information about Surgical wound care - closed,-1.683481,-3.1106887,information,6,0,0
What is (are) Gilbert disease ?,76.91917,28.73565,information,6,2,162
What causes Gilbert disease ?,76.91917,28.735651,causes,0,2,162
What are the symptoms of Gilbert disease ?,76.91917,28.73565,symptoms,10,2,162
How to diagnose Gilbert disease ?,76.91917,28.73565,exams_tests,3,2,162
What are the treatments for Gilbert disease ?,76.91917,28.735651,treatment,11,2,162
What is the outlook for Gilbert disease ?,76.919174,28.735651,outlook,8,2,162
What are the complications of Gilbert disease ?,76.91917,28.735651,complications,1,2,162
Do I need to see a doctor for Gilbert disease ?,76.91917,28.73565,contact_medical_professional,2,2,162
How to prevent Gilbert disease ?,76.91917,28.73565,prevention,9,2,162
Do you have information about PET scan,-4.8896575,-5.8025627,information,6,0,0
What is (are) Vaginal itching and discharge - child ?,-28.390589,-14.129357,information,6,3,0
What causes Vaginal itching and discharge - child ?,-28.392584,-14.124289,causes,0,3,0
Do I need to see a doctor for Vaginal itching and discharge - child ?,-28.392548,-14.124528,contact_medical_professional,2,3,0
What is the outlook for Vaginal itching and discharge - child ?,-28.392584,-14.124288,outlook,8,3,0
What is (are) Down syndrome ?,-1.3858347,-2.006556,information,6,0,0
What causes Down syndrome ?,-1.3856766,-2.0064816,causes,0,0,0
What are the symptoms of Down syndrome ?,-1.191808,-8.618839,symptoms,10,0,0
How to diagnose Down syndrome ?,-1.3856181,-2.0064573,exams_tests,3,0,0
What are the treatments for Down syndrome ?,-0.9523608,-9.750104,treatment,11,0,0
What is the outlook for Down syndrome ?,-1.3856418,-2.0064616,outlook,8,0,0
What are the complications of Down syndrome ?,-1.3854907,-2.0063307,complications,1,0,0
Do I need to see a doctor for Down syndrome ?,-1.3854021,-2.0060914,contact_medical_professional,2,0,0
How to prevent Down syndrome ?,-1.385482,-2.0063307,prevention,9,0,0
Do you have information about Total colectomy or proctocolectomy - discharge,0.9274004,-9.8174925,information,6,0,0
What is (are) Brain aneurysm repair - discharge ?,-6.8824263,25.296663,information,6,0,0
What is the outlook for Brain aneurysm repair - discharge ?,-6.882411,25.296616,outlook,8,0,0
Do I need to see a doctor for Brain aneurysm repair - discharge ?,-6.882605,25.296896,contact_medical_professional,2,0,0
Do you have information about Aspartate aminotransferase (AST) blood test,1.0237945,6.731816,information,6,0,0
Do you have information about Cardiac catheterization - discharge,94.50863,35.837456,information,6,2,-1
What is (are) Scales ?,18.506794,4.4006605,information,6,0,0
What causes Scales ?,18.506794,4.4006605,causes,0,0,0
What is (are) Alzheimer - resources ?,3.2159443,-5.420697,information,6,0,0
What is (are) Doxepin overdose ?,-22.461817,-10.689373,information,6,0,0
What are the symptoms of Doxepin overdose ?,-22.461819,-10.689374,symptoms,10,0,0
What is the outlook for Doxepin overdose ?,-22.461819,-10.689374,outlook,8,0,0
What is (are) Wolff-Parkinson-White syndrome ?,-62.908222,-5.8896484,information,6,3,163
What causes Wolff-Parkinson-White syndrome ?,-62.908253,-5.8896503,causes,0,3,163
What are the symptoms of Wolff-Parkinson-White syndrome ?,-62.908245,-5.8896375,symptoms,10,3,163
How to diagnose Wolff-Parkinson-White syndrome ?,-62.908268,-5.889625,exams_tests,3,3,163
What are the treatments for Wolff-Parkinson-White syndrome ?,-62.908245,-5.889635,treatment,11,3,163
What is the outlook for Wolff-Parkinson-White syndrome ?,-62.908257,-5.8896255,outlook,8,3,163
What are the complications of Wolff-Parkinson-White syndrome ?,-62.908287,-5.889612,complications,1,3,163
Do I need to see a doctor for Wolff-Parkinson-White syndrome ?,-62.908344,-5.8895802,contact_medical_professional,2,3,163
What is (are) Chalazion ?,-2.7205493,77.87919,information,6,1,164
What causes Chalazion ?,-2.7205493,77.87921,causes,0,1,164
What are the symptoms of Chalazion ?,-2.7205493,77.879196,symptoms,10,1,164
How to diagnose Chalazion ?,-2.7205496,77.8792,exams_tests,3,1,164
What are the treatments for Chalazion ?,-2.7205493,77.8792,treatment,11,1,164
What is the outlook for Chalazion ?,-2.7205503,77.879196,outlook,8,1,164
What are the complications of Chalazion ?,-2.7205493,77.8792,complications,1,1,164
Do I need to see a doctor for Chalazion ?,-2.7205508,77.879196,contact_medical_professional,2,1,164
How to prevent Chalazion ?,-2.7205496,77.879196,prevention,9,1,164
What is (are) Dislocation ?,-41.81457,-58.33414,information,6,3,-1
What causes Dislocation ?,-41.81457,-58.334145,causes,0,3,-1
What are the symptoms of Dislocation ?,-41.81458,-58.33415,symptoms,10,3,-1
Do I need to see a doctor for Dislocation ?,-41.81458,-58.334145,contact_medical_professional,2,3,-1
How to prevent Dislocation ?,-41.81457,-58.33414,prevention,9,3,-1
Do you have information about Sodium blood test,82.20921,57.870335,information,6,1,-1
What is (are) Aneurysm in the brain ?,67.64861,38.150753,information,6,2,165
What causes Aneurysm in the brain ?,67.64861,38.150753,causes,0,2,165
What are the symptoms of Aneurysm in the brain ?,67.64861,38.150753,symptoms,10,2,165
How to diagnose Aneurysm in the brain ?,67.64861,38.150753,exams_tests,3,2,165
What are the treatments for Aneurysm in the brain ?,67.64862,38.150753,treatment,11,2,165
What is the outlook for Aneurysm in the brain ?,67.64861,38.150757,outlook,8,2,165
What are the complications of Aneurysm in the brain ?,67.64861,38.150753,complications,1,2,165
Do I need to see a doctor for Aneurysm in the brain ?,67.64861,38.150753,contact_medical_professional,2,2,165
How to prevent Aneurysm in the brain ?,67.64861,38.150753,prevention,9,2,165
Do you have information about Voiding cystourethrogram,-7.078615,-8.069375,information,6,0,0
What is (are) ALP isoenzyme test ?,-1.4552594,-4.771873,information,6,0,0
What is (are) Acute mountain sickness ?,68.405106,42.44941,information,6,2,166
What causes Acute mountain sickness ?,68.40967,42.451683,causes,0,2,166
What are the symptoms of Acute mountain sickness ?,68.40966,42.451675,symptoms,10,2,166
How to diagnose Acute mountain sickness ?,68.40968,42.451683,exams_tests,3,2,166
What are the treatments for Acute mountain sickness ?,68.40966,42.45168,treatment,11,2,166
What is the outlook for Acute mountain sickness ?,68.4097,42.451694,outlook,8,2,166
What are the complications of Acute mountain sickness ?,68.409775,42.451744,complications,1,2,166
Do I need to see a doctor for Acute mountain sickness ?,68.40557,42.449657,contact_medical_professional,2,2,166
How to prevent Acute mountain sickness ?,68.40971,42.451706,prevention,9,2,166
What is (are) Hereditary fructose intolerance ?,40.134335,26.933311,information,6,2,167
What causes Hereditary fructose intolerance ?,40.13165,26.940903,causes,0,2,167
What are the symptoms of Hereditary fructose intolerance ?,40.133366,26.935974,symptoms,10,2,167
How to diagnose Hereditary fructose intolerance ?,40.129917,26.94605,exams_tests,3,2,167
What are the treatments for Hereditary fructose intolerance ?,40.13397,26.934324,treatment,11,2,167
What is the outlook for Hereditary fructose intolerance ?,40.13432,26.93335,outlook,8,2,167
What are the complications of Hereditary fructose intolerance ?,40.13431,26.933369,complications,1,2,167
Do I need to see a doctor for Hereditary fructose intolerance ?,40.134293,26.933422,contact_medical_professional,2,2,167
How to prevent Hereditary fructose intolerance ?,40.134308,26.93337,prevention,9,2,167
What is (are) Anthrax ?,65.63831,-38.528122,information,6,2,168
What causes Anthrax ?,65.63831,-38.528126,causes,0,2,168
What are the symptoms of Anthrax ?,65.63832,-38.528126,symptoms,10,2,168
How to diagnose Anthrax ?,65.63832,-38.528122,exams_tests,3,2,168
What are the treatments for Anthrax ?,65.63831,-38.528126,treatment,11,2,168
What is the outlook for Anthrax ?,65.63832,-38.528122,outlook,8,2,168
Do I need to see a doctor for Anthrax ?,65.63831,-38.528122,contact_medical_professional,2,2,168
How to prevent Anthrax ?,65.63832,-38.528122,prevention,9,2,168
Do you have information about SIDS - resources,64.78793,72.78458,information,6,1,-1
What is (are) Chemosis ?,-38.380795,-8.27672,information,6,3,0
What causes Chemosis ?,-38.380795,-8.27672,causes,0,3,0
Do I need to see a doctor for Chemosis ?,-38.3808,-8.27672,contact_medical_professional,2,3,0
What is the outlook for Chemosis ?,-38.38079,-8.27672,outlook,8,3,0
What is (are) Wrist pain ?,-29.640396,6.988931,information,6,0,0
What causes Wrist pain ?,-29.640396,6.988931,causes,0,0,0
Do I need to see a doctor for Wrist pain ?,-29.640396,6.988931,contact_medical_professional,2,0,0
What is the outlook for Wrist pain ?,-29.640396,6.988931,outlook,8,0,0
Do you have information about Mastectomy and breast reconstruction - what to ask your doctor,-1.3805767,-2.0057068,information,6,0,0
What is (are) Urine - abnormal color ?,-47.958294,4.787102,information,6,4,-1
What causes Urine - abnormal color ?,-47.958294,4.787102,causes,0,4,-1
Do I need to see a doctor for Urine - abnormal color ?,-47.95829,4.787102,contact_medical_professional,2,4,-1
What is the outlook for Urine - abnormal color ?,-47.958298,4.787102,outlook,8,4,-1
Do you have information about Ferritin blood test,74.339264,46.513294,information,6,2,-1
What is (are) Diabetes and nerve damage ?,1.6803406,-68.28524,information,6,5,169
What causes Diabetes and nerve damage ?,1.6803157,-68.285095,causes,0,5,169
What are the symptoms of Diabetes and nerve damage ?,1.6803213,-68.28509,symptoms,10,5,169
How to diagnose Diabetes and nerve damage ?,1.6803159,-68.28509,exams_tests,3,5,169
